"NAVDate","NAVPrice","NAVCurrency","AUMSize","AUMCurrency"
"05 avr. 2006","49,7500","EUR","240,2606M","EUR"
"04 avr. 2006","49,4800","EUR","238,7516M","EUR"
"03 avr. 2006","49,7700","EUR","240,0926M","EUR"
"31 mars 2006","49,6100","EUR","238,3011M","EUR"
"30 mars 2006","49,6100","EUR","238,3011M","EUR"
"29 mars 2006","49,2400","EUR","236,6952M","EUR"
"28 mars 2006","49,0100","EUR","236,0174M","EUR"
"27 mars 2006","49,2600","EUR","237,1489M","EUR"
"24 mars 2006","49,6100","EUR","238,3138M","EUR"
"23 mars 2006","49,5100","EUR","237,7702M","EUR"
"22 mars 2006","49,5400","EUR","238,0864M","EUR"
"21 mars 2006","49,5300","EUR","209,1176M","EUR"
"20 mars 2006","49,3800","EUR","206,7269M","EUR"
"17 mars 2006","49,1100","EUR","202,7807M","EUR"
"16 mars 2006","48,6800","EUR","200,9354M","EUR"
"15 mars 2006","48,5600","EUR","199,9058M","EUR"
"14 mars 2006","48,3500","EUR","198,9400M","EUR"
"13 mars 2006","48,3100","EUR","198,1874M","EUR"
"10 mars 2006","47,7400","EUR","195,9953M","EUR"
"09 mars 2006","47,2400","EUR","193,9567M","EUR"
"08 mars 2006","46,8200","EUR","191,7531M","EUR"
"07 mars 2006","47,2600","EUR","193,5498M","EUR"
"06 mars 2006","47,6700","EUR","192,8105M","EUR"
"03 mars 2006","47,5100","EUR","192,1571M","EUR"
"02 mars 2006","47,4700","EUR","191,8701M","EUR"
"01 mars 2006","47,8700","EUR","193,4962M","EUR"
"28 févr. 2006","47,4700","EUR","191,8698M","EUR"
"27 févr. 2006","48,1300","EUR","194,2373M","EUR"
"24 févr. 2006","47,9500","EUR","193,0501M","EUR"
"23 févr. 2006","47,6800","EUR","190,4527M","EUR"
"22 févr. 2006","47,7500","EUR","167,5792M","EUR"
"21 févr. 2006","47,3400","EUR","165,9499M","EUR"
"20 févr. 2006","47,1500","EUR","164,4022M","EUR"
"17 févr. 2006","47,1000","EUR","164,0909M","EUR"
"16 févr. 2006","46,7400","EUR","159,8106M","EUR"
"15 févr. 2006","46,4100","EUR","158,6924M","EUR"
"14 févr. 2006","46,3100","EUR","127,9703M","EUR"
"13 févr. 2006","46,5700","EUR","128,6762M","EUR"
"10 févr. 2006","46,5800","EUR","128,6737M","EUR"
"09 févr. 2006","46,7900","EUR","129,1352M","EUR"
"08 févr. 2006","46,0100","EUR","125,1898M","EUR"
"07 févr. 2006","45,9700","EUR","125,0966M","EUR"
"06 févr. 2006","46,1300","EUR","125,5269M","EUR"
"03 févr. 2006","45,7200","EUR","123,9938M","EUR"
"02 févr. 2006","45,6800","EUR","123,7819M","EUR"
"01 févr. 2006","45,9300","EUR","124,4417M","EUR"
"31 janv. 2006","45,5000","EUR","121,4594M","EUR"
"30 janv. 2006","45,7800","EUR","95,9985M","EUR"
"27 janv. 2006","45,7100","EUR","95,8452M","EUR"
"26 janv. 2006","45,1600","EUR","94,6223M","EUR"
"25 janv. 2006","44,7800","EUR","93,8638M","EUR"
"24 janv. 2006","44,2500","EUR","94,3070M","EUR"
"23 janv. 2006","44,1500","EUR","67,5687M","EUR"
"20 janv. 2006","44,3000","EUR","67,4627M","EUR"
"19 janv. 2006","44,4700","EUR","67,7328M","EUR"
"18 janv. 2006","43,9700","EUR","66,9205M","EUR"
"17 janv. 2006","44,3800","EUR","67,5784M","EUR"
"16 janv. 2006","44,7300","EUR","68,1015M","EUR"
"13 janv. 2006","44,5400","EUR","67,3327M","EUR"
"12 janv. 2006","44,7600","EUR","67,6129M","EUR"
"11 janv. 2006","44,6600","EUR","67,5310M","EUR"
"10 janv. 2006","44,3000","EUR","66,9434M","EUR"
"09 janv. 2006","44,4900","EUR","66,7633M","EUR"
"06 janv. 2006","44,3800","EUR","66,5736M","EUR"
"05 janv. 2006","43,9800","EUR","65,9338M","EUR"
"04 janv. 2006","44,1800","EUR","66,2349M","EUR"
"03 janv. 2006","43,7100","EUR","65,6465M","EUR"
"02 janv. 2006","43,2900","EUR","64,9657M","EUR"
"30 déc. 2005","43,0900","EUR","64,6574M","EUR"
"29 déc. 2005","43,2900","EUR","64,8814M","EUR"
"28 déc. 2005","43,1300","EUR","64,5645M","EUR"
"27 déc. 2005","43,2000","EUR","64,4806M","EUR"
"23 déc. 2005","43,0700","EUR","64,2989M","EUR"
"22 déc. 2005","43,1000","EUR","64,4075M","EUR"
"21 déc. 2005","43,0700","EUR","64,3039M","EUR"
"20 déc. 2005","43,3000","EUR","64,7058M","EUR"
"19 déc. 2005","43,2100","EUR","64,4432M","EUR"
"16 déc. 2005","43,2400","EUR","64,5791M","EUR"
"15 déc. 2005","42,8600","EUR","64,0543M","EUR"
"14 déc. 2005","42,8600","EUR","64,0507M","EUR"
"13 déc. 2005","42,7900","EUR","64,0263M","EUR"
"12 déc. 2005","42,7800","EUR","63,9564M","EUR"
"09 déc. 2005","42,8700","EUR","64,0672M","EUR"
"08 déc. 2005","42,8100","EUR","63,9886M","EUR"
"07 déc. 2005","42,5700","EUR","63,5959M","EUR"
"06 déc. 2005","42,6100","EUR","63,6812M","EUR"
"05 déc. 2005","42,5200","EUR","63,4836M","EUR"
"02 déc. 2005","42,6600","EUR","60,5718M","EUR"
"01 déc. 2005","42,2900","EUR","59,9688M","EUR"
"30 nov. 2005","41,7100","EUR","59,0329M","EUR"
"29 nov. 2005","41,8600","EUR","59,1429M","EUR"
"28 nov. 2005","41,7300","EUR","58,8728M","EUR"
"25 nov. 2005","42,0000","EUR","59,1525M","EUR"
"24 nov. 2005","41,7700","EUR","58,6419M","EUR"
"23 nov. 2005","41,7800","EUR","58,5897M","EUR"
"22 nov. 2005","41,5100","EUR","58,2406M","EUR"
"21 nov. 2005","41,4000","EUR","57,9946M","EUR"
"18 nov. 2005","41,3200","EUR","57,7929M","EUR"
"17 nov. 2005","41,1000","EUR","57,4288M","EUR"
"16 nov. 2005","40,7900","EUR","57,0245M","EUR"
"15 nov. 2005","41,0100","EUR","57,2759M","EUR"
"14 nov. 2005","41,1900","EUR","57,3867M","EUR"
"11 nov. 2005","41,2100","EUR","57,3794M","EUR"
"10 nov. 2005","40,8400","EUR","56,8554M","EUR"
"09 nov. 2005","40,8600","EUR","56,8488M","EUR"
"08 nov. 2005","40,9300","EUR","56,9945M","EUR"
"07 nov. 2005","40,9300","EUR","56,2034M","EUR"
"04 nov. 2005","40,9000","EUR","52,4373M","EUR"
"03 nov. 2005","40,9700","EUR","52,5497M","EUR"
"02 nov. 2005","40,4300","EUR","50,0074M","EUR"
"01 nov. 2005","40,1900","EUR","49,6872M","EUR"
"28 oct. 2005","39,2100","EUR","48,4321M","EUR"
"27 oct. 2005","39,2400","EUR","48,4371M","EUR"
"26 oct. 2005","39,9500","EUR","49,3328M","EUR"
"25 oct. 2005","39,6500","EUR","48,8983M","EUR"
"24 oct. 2005","39,7800","EUR","49,0783M","EUR"
"21 oct. 2005","39,3000","EUR","48,4057M","EUR"
"20 oct. 2005","39,4600","EUR","48,5525M","EUR"
"19 oct. 2005","39,2100","EUR","48,2662M","EUR"
"18 oct. 2005","40,0300","EUR","49,2775M","EUR"
"17 oct. 2005","40,1500","EUR","49,4188M","EUR"
"14 oct. 2005","40,0700","EUR","49,3066M","EUR"
"13 oct. 2005","40,0900","EUR","49,3246M","EUR"
"12 oct. 2005","40,6400","EUR","50,0157M","EUR"
"11 oct. 2005","40,8300","EUR","50,2465M","EUR"
"10 oct. 2005","40,7700","EUR","50,2213M","EUR"
"07 oct. 2005","40,6300","EUR","49,9981M","EUR"
"06 oct. 2005","40,7500","EUR","50,1493M","EUR"
"05 oct. 2005","41,3300","EUR","50,0971M","EUR"
"04 oct. 2005","41,7400","EUR","50,5476M","EUR"
"03 oct. 2005","41,7300","EUR","50,4881M","EUR"
"30 sept. 2005","41,4800","EUR","50,9685M","EUR"
"29 sept. 2005","41,3000","EUR","50,7406M","EUR"
"28 sept. 2005","41,3600","EUR","50,8429M","EUR"
"27 sept. 2005","41,0900","EUR","50,3135M","EUR"
"26 sept. 2005","41,2300","EUR","50,4585M","EUR"
"23 sept. 2005","40,8400","EUR","49,9965M","EUR"
"22 sept. 2005","40,7000","EUR","49,8515M","EUR"
"21 sept. 2005","40,8700","EUR","50,0604M","EUR"
"20 sept. 2005","41,2000","EUR","50,4636M","EUR"
"19 sept. 2005","41,1500","EUR","50,3994M","EUR"
"16 sept. 2005","40,9600","EUR","50,1712M","EUR"
"15 sept. 2005","40,7000","EUR","49,8484M","EUR"
"14 sept. 2005","40,6400","EUR","49,7939M","EUR"
"13 sept. 2005","40,5000","EUR","49,6803M","EUR"
"12 sept. 2005","40,8900","EUR","50,1577M","EUR"
"09 sept. 2005","40,8100","EUR","50,0573M","EUR"
"08 sept. 2005","40,7000","EUR","49,9985M","EUR"
"07 sept. 2005","40,7000","EUR","50,0172M","EUR"
"06 sept. 2005","40,5300","EUR","49,8041M","EUR"
"05 sept. 2005","40,2900","EUR","44,7007M","EUR"
"02 sept. 2005","40,0500","EUR","44,4262M","EUR"
"01 sept. 2005","40,0900","EUR","44,4530M","EUR"
"31 août 2005","39,7800","EUR","44,1099M","EUR"
"30 août 2005","39,5800","EUR","43,8800M","EUR"
"29 août 2005","39,4500","EUR","43,7221M","EUR"
"26 août 2005","39,3400","EUR","43,6027M","EUR"
"25 août 2005","39,6600","EUR","43,9114M","EUR"
"24 août 2005","39,9400","EUR","44,2173M","EUR"
"23 août 2005","40,1200","EUR","44,4148M","EUR"
"22 août 2005","40,4000","EUR","44,7237M","EUR"
"19 août 2005","40,3900","EUR","44,7338M","EUR"
"18 août 2005","40,0100","EUR","44,3336M","EUR"
"17 août 2005","40,1100","EUR","44,5100M","EUR"
"16 août 2005","40,1400","EUR","44,5615M","EUR"
"15 août 2005","40,3000","EUR","44,7407M","EUR"
"12 août 2005","40,3000","EUR","44,7407M","EUR"
"11 août 2005","40,3900","EUR","44,8437M","EUR"
"10 août 2005","40,5000","EUR","41,2947M","EUR"
"09 août 2005","40,1300","EUR","40,9501M","EUR"
"08 août 2005","39,8400","EUR","38,4581M","EUR"
"05 août 2005","39,5900","EUR","38,2844M","EUR"
"04 août 2005","39,7300","EUR","38,4098M","EUR"
"03 août 2005","40,0600","EUR","38,7294M","EUR"
"02 août 2005","40,0200","EUR","35,5872M","EUR"
"01 août 2005","39,7400","EUR","35,0107M","EUR"
"29 juil. 2005","39,6600","EUR","34,9374M","EUR"
"28 juil. 2005","39,6900","EUR","34,9816M","EUR"
"27 juil. 2005","39,5100","EUR","34,7856M","EUR"
"26 juil. 2005","39,3700","EUR","34,6894M","EUR"
"25 juil. 2005","39,2700","EUR","34,1957M","EUR"
"22 juil. 2005","39,1300","EUR","34,0750M","EUR"
"21 juil. 2005","39,1400","EUR","28,5567M","EUR"
"20 juil. 2005","39,0900","EUR","28,4040M","EUR"
"19 juil. 2005","39,1800","EUR","28,4780M","EUR"
"18 juil. 2005","38,8900","EUR","28,2752M","EUR"
"15 juil. 2005","39,0000","EUR","27,3091M","EUR"
"14 juil. 2005","39,0200","EUR","27,2900M","EUR"
"13 juil. 2005","38,8800","EUR","27,2019M","EUR"
"12 juil. 2005","38,7300","EUR","27,0740M","EUR"
"11 juil. 2005","38,8300","EUR","27,1426M","EUR"
"08 juil. 2005","38,5800","EUR","27,0381M","EUR"
"07 juil. 2005","38,1300","EUR","24,6596M","EUR"
"06 juil. 2005","38,6800","EUR","24,1133M","EUR"
"05 juil. 2005","38,3500","EUR","23,8933M","EUR"
"04 juil. 2005","38,3700","EUR","23,8773M","EUR"
"01 juil. 2005","38,3200","EUR","23,8412M","EUR"
"30 juin 2005","37,9900","EUR","23,6317M","EUR"
"29 juin 2005","38,0900","EUR","23,6900M","EUR"
"28 juin 2005","37,8300","EUR","23,5395M","EUR"
"27 juin 2005","37,4600","EUR","23,3289M","EUR"
"24 juin 2005","37,7900","EUR","23,5144M","EUR"
"22 juin 2005","38,1300","EUR","23,7375M","EUR"
"21 juin 2005","38,0100","EUR","23,6727M","EUR"
"20 juin 2005","37,8500","EUR","23,5351M","EUR"
"17 juin 2005","37,8900","EUR","23,5551M","EUR"
"16 juin 2005","37,8100","EUR","23,5433M","EUR"
"15 juin 2005","37,6300","EUR","23,4287M","EUR"
"14 juin 2005","37,8100","EUR","23,5438M","EUR"
"13 juin 2005","37,8000","EUR","23,5411M","EUR"
"10 juin 2005","37,6300","EUR","23,4339M","EUR"
"09 juin 2005","37,3900","EUR","23,2762M","EUR"
"08 juin 2005","37,3900","EUR","23,2753M","EUR"
"07 juin 2005","37,4300","EUR","23,2927M","EUR"
"06 juin 2005","36,9900","EUR","23,0480M","EUR"
"03 juin 2005","37,0700","EUR","23,1175M","EUR"
"02 juin 2005","37,1700","EUR","23,2124M","EUR"
"01 juin 2005","37,1700","EUR","23,2210M","EUR"
"31 mai 2005","36,6500","EUR","22,8824M","EUR"
"30 mai 2005","36,6600","EUR","22,8879M","EUR"
"27 mai 2005","36,3800","EUR","22,7233M","EUR"
"26 mai 2005","36,4400","EUR","22,7602M","EUR"
"25 mai 2005","36,1500","EUR","22,5635M","EUR"
"24 mai 2005","36,1900","EUR","22,6013M","EUR"
"23 mai 2005","36,2300","EUR","22,6208M","EUR"
"20 mai 2005","36,0400","EUR","22,5000M","EUR"
"19 mai 2005","35,9500","EUR","22,4226M","EUR"
"18 mai 2005","35,7800","EUR","22,3006M","EUR"
"17 mai 2005","35,3300","EUR","22,1432M","EUR"
"16 mai 2005","35,3100","EUR","22,1276M","EUR"
"13 mai 2005","35,3100","EUR","22,1276M","EUR"
"12 mai 2005","35,3700","EUR","22,1642M","EUR"
"11 mai 2005","35,1500","EUR","22,0121M","EUR"
"10 mai 2005","35,1300","EUR","22,0245M","EUR"
"09 mai 2005","35,4300","EUR","22,2165M","EUR"
"06 mai 2005","35,5300","EUR","22,3014M","EUR"
"04 mai 2005","35,3900","EUR","22,2162M","EUR"
"03 mai 2005","34,9700","EUR","21,9425M","EUR"
"02 mai 2005","34,9000","EUR","21,9153M","EUR"
"29 avr. 2005","34,7300","EUR","21,8102M","EUR"
"28 avr. 2005","34,7300","EUR","21,7539M","EUR"
"27 avr. 2005","34,7300","EUR","21,7673M","EUR"
"26 avr. 2005","35,2300","EUR","22,0966M","EUR"
"25 avr. 2005","35,2200","EUR","22,0840M","EUR"
"22 avr. 2005","35,1600","EUR","22,0446M","EUR"
"21 avr. 2005","34,9000","EUR","22,3965M","EUR"
"20 avr. 2005","34,9500","EUR","22,4657M","EUR"
"19 avr. 2005","35,0800","EUR","22,5644M","EUR"
"18 avr. 2005","34,8200","EUR","22,3976M","EUR"
"15 avr. 2005","35,4500","EUR","22,8047M","EUR"
"14 avr. 2005","35,9900","EUR","23,1492M","EUR"
"13 avr. 2005","36,1100","EUR","23,2276M","EUR"
"12 avr. 2005","35,9600","EUR","23,1195M","EUR"
"11 avr. 2005","36,0600","EUR","23,1867M","EUR"
"08 avr. 2005","36,0900","EUR","23,2087M","EUR"
"07 avr. 2005","36,0700","EUR","23,2173M","EUR"
"06 avr. 2005","35,9800","EUR","23,1693M","EUR"
"05 avr. 2005","35,8300","EUR","23,0732M","EUR"
"04 avr. 2005","35,4700","EUR","22,8404M","EUR"
"01 avr. 2005","35,5700","EUR","22,9268M","EUR"
"31 mars 2005","35,4000","EUR","16,3706M","EUR"
"30 mars 2005","35,3600","EUR","16,3537M","EUR"
"29 mars 2005","35,3800","EUR","16,3365M","EUR"
"28 mars 2005","35,3600","EUR","16,3198M","EUR"
"23 mars 2005","35,1400","EUR","16,1798M","EUR"
"22 mars 2005","35,2700","EUR","16,2420M","EUR"
"21 mars 2005","35,1900","EUR","16,1491M","EUR"
"18 mars 2005","35,2600","EUR","16,1860M","EUR"
"17 mars 2005","35,1300","EUR","16,1061M","EUR"
"16 mars 2005","35,2300","EUR","16,1414M","EUR"
"15 mars 2005","35,7100","EUR","16,3749M","EUR"
"14 mars 2005","35,4300","EUR","16,2406M","EUR"
"11 mars 2005","35,4900","EUR","16,2494M","EUR"
"10 mars 2005","35,3900","EUR","16,1711M","EUR"
"09 mars 2005","35,6800","EUR","16,2631M","EUR"
"08 mars 2005","35,8600","EUR","16,3289M","EUR"
"07 mars 2005","36,1100","EUR","16,4307M","EUR"
"04 mars 2005","36,0800","EUR","16,3620M","EUR"
"03 mars 2005","35,8100","EUR","16,2425M","EUR"
"02 mars 2005","35,7700","EUR","16,1915M","EUR"
"01 mars 2005","35,7700","EUR","16,1978M","EUR"
"28 févr. 2005","35,5400","EUR","16,0846M","EUR"
"25 févr. 2005","35,5500","EUR","16,0746M","EUR"
"24 févr. 2005","35,2700","EUR","15,9101M","EUR"
"23 févr. 2005","35,2700","EUR","15,8553M","EUR"
"22 févr. 2005","35,3300","EUR","15,9412M","EUR"
"21 févr. 2005","35,6600","EUR","16,0882M","EUR"
"18 févr. 2005","35,7400","EUR","16,1186M","EUR"
"17 févr. 2005","35,6800","EUR","16,0913M","EUR"
"16 févr. 2005","35,6500","EUR","16,0756M","EUR"
"15 févr. 2005","35,8800","EUR","16,1743M","EUR"
"14 févr. 2005","35,6900","EUR","16,1076M","EUR"
"11 févr. 2005","35,6300","EUR","16,0852M","EUR"
"10 févr. 2005","35,4000","EUR","15,9776M","EUR"
"09 févr. 2005","35,4500","EUR","15,9988M","EUR"
"08 févr. 2005","35,5200","EUR","16,0450M","EUR"
"07 févr. 2005","35,4600","EUR","16,0172M","EUR"
"04 févr. 2005","35,1900","EUR","15,8896M","EUR"
"03 févr. 2005","34,8700","EUR","15,7307M","EUR"
"02 févr. 2005","34,9900","EUR","15,7839M","EUR"
"01 févr. 2005","34,9600","EUR","15,7691M","EUR"
"31 janv. 2005","34,6800","EUR","15,6288M","EUR"
"28 janv. 2005","34,3900","EUR","15,4933M","EUR"
"27 janv. 2005","34,4400","EUR","15,5013M","EUR"
"26 janv. 2005","34,2900","EUR","15,4323M","EUR"
"25 janv. 2005","34,1900","EUR","15,3660M","EUR"
"24 janv. 2005","34,0200","EUR","15,2958M","EUR"
"21 janv. 2005","34,0000","EUR","15,2880M","EUR"
"20 janv. 2005","34,0500","EUR","15,3064M","EUR"
"19 janv. 2005","34,2300","EUR","15,3909M","EUR"
"18 janv. 2005","34,1500","EUR","15,3524M","EUR"
"17 janv. 2005","34,1200","EUR","15,3371M","EUR"
"14 janv. 2005","33,9600","EUR","15,2718M","EUR"
"13 janv. 2005","33,8500","EUR","15,2188M","EUR"
"12 janv. 2005","33,7000","EUR","15,1264M","EUR"
"11 janv. 2005","33,8600","EUR","15,1971M","EUR"
"10 janv. 2005","34,1500","EUR","15,3274M","EUR"
"07 janv. 2005","34,2300","EUR","15,3771M","EUR"
"06 janv. 2005","33,9800","EUR","15,2858M","EUR"
"05 janv. 2005","33,8300","EUR","15,2154M","EUR"
"04 janv. 2005","34,0400","EUR","15,3013M","EUR"
"03 janv. 2005","33,9000","EUR","15,2317M","EUR"
"31 déc. 2004","33,6800","EUR","15,1287M","EUR"
"30 déc. 2004","33,6600","EUR","15,1356M","EUR"
"29 déc. 2004","33,6000","EUR","15,0987M","EUR"
"28 déc. 2004","33,6400","EUR","15,1238M","EUR"
"27 déc. 2004","33,5600","EUR","15,0794M","EUR"
"24 déc. 2004","33,5600","EUR","15,0797M","EUR"
"23 déc. 2004","33,5200","EUR","15,0326M","EUR"
"22 déc. 2004","33,4800","EUR","15,0249M","EUR"
"21 déc. 2004","33,2900","EUR","14,9328M","EUR"
"20 déc. 2004","33,3600","EUR","14,9654M","EUR"
"17 déc. 2004","33,3400","EUR","14,9532M","EUR"
"16 déc. 2004","33,6300","EUR","15,1041M","EUR"
"15 déc. 2004","33,4900","EUR","15,0614M","EUR"
"14 déc. 2004","33,4900","EUR","15,0862M","EUR"
"13 déc. 2004","33,4800","EUR","15,0721M","EUR"
"10 déc. 2004","33,2600","EUR","14,9691M","EUR"
"09 déc. 2004","33,1500","EUR","14,9356M","EUR"
"08 déc. 2004","33,4300","EUR","15,0641M","EUR"
"07 déc. 2004","33,5400","EUR","15,1126M","EUR"
"06 déc. 2004","33,4100","EUR","15,0650M","EUR"
"03 déc. 2004","33,5000","EUR","15,1033M","EUR"
"02 déc. 2004","33,4500","EUR","15,0759M","EUR"
"01 déc. 2004","33,2200","EUR","14,9775M","EUR"
"30 nov. 2004","32,9300","EUR","14,8400M","EUR"
"29 nov. 2004","33,0700","EUR","14,9043M","EUR"
"26 nov. 2004","33,0400","EUR","14,8676M","EUR"
"25 nov. 2004","33,0700","EUR","14,9520M","EUR"
"24 nov. 2004","32,8400","EUR","14,8130M","EUR"
"23 nov. 2004","32,8200","EUR","14,8283M","EUR"
"22 nov. 2004","32,8400","EUR","14,8352M","EUR"
"19 nov. 2004","33,0700","EUR","14,9330M","EUR"
"18 nov. 2004","33,3100","EUR","15,0372M","EUR"
"17 nov. 2004","33,2300","EUR","15,0017M","EUR"
"16 nov. 2004","32,8600","EUR","14,8388M","EUR"
"15 nov. 2004","33,0200","EUR","14,9105M","EUR"
"12 nov. 2004","33,1700","EUR","14,9897M","EUR"
"11 nov. 2004","33,0200","EUR","14,9107M","EUR"
"10 nov. 2004","32,6500","EUR","14,7464M","EUR"
"09 nov. 2004","32,5400","EUR","14,6936M","EUR"
"08 nov. 2004","32,4400","EUR","14,6523M","EUR"
"05 nov. 2004","32,4500","EUR","15,2701M","EUR"
"04 nov. 2004","32,2000","EUR","15,1540M","EUR"
"03 nov. 2004","32,2500","EUR","15,1751M","EUR"
"02 nov. 2004","32,0700","EUR","15,0935M","EUR"
"01 nov. 2004","31,7200","EUR","14,9220M","EUR"
"28 oct. 2004","31,4900","EUR","14,8035M","EUR"
"27 oct. 2004","31,2300","EUR","14,6477M","EUR"
"26 oct. 2004","30,8300","EUR","14,4621M","EUR"
"25 oct. 2004","30,7200","EUR","14,4108M","EUR"
"22 oct. 2004","31,3000","EUR","14,6823M","EUR"
"21 oct. 2004","31,4400","EUR","14,7454M","EUR"
"20 oct. 2004","31,1600","EUR","14,6303M","EUR"
"19 oct. 2004","31,4400","EUR","14,7592M","EUR"
"18 oct. 2004","31,0700","EUR","14,5848M","EUR"
"15 oct. 2004","31,2300","EUR","14,6637M","EUR"
"14 oct. 2004","31,3100","EUR","14,6988M","EUR"
"13 oct. 2004","31,6200","EUR","14,8387M","EUR"
"12 oct. 2004","31,4700","EUR","14,7530M","EUR"
"11 oct. 2004","31,7700","EUR","14,8922M","EUR"
"08 oct. 2004","31,8100","EUR","14,9137M","EUR"
"07 oct. 2004","31,9200","EUR","14,9648M","EUR"
"06 oct. 2004","32,0300","EUR","15,0166M","EUR"
"05 oct. 2004","32,1200","EUR","15,0578M","EUR"
"04 oct. 2004","32,1500","EUR","15,0659M","EUR"
"01 oct. 2004","31,9200","EUR","14,9564M","EUR"
"30 sept. 2004","31,5100","EUR","14,7581M","EUR"
"29 sept. 2004","31,6800","EUR","14,8414M","EUR"
"28 sept. 2004","31,4100","EUR","14,7110M","EUR"
"27 sept. 2004","31,3100","EUR","15,1597M","EUR"
"24 sept. 2004","31,6800","EUR","15,4228M","EUR"
"23 sept. 2004","31,5600","EUR","15,3493M","EUR"
"22 sept. 2004","31,8100","EUR","15,4685M","EUR"
"21 sept. 2004","32,1000","EUR","15,6128M","EUR"
"20 sept. 2004","31,9900","EUR","15,5617M","EUR"
"17 sept. 2004","32,0600","EUR","15,5932M","EUR"
"16 sept. 2004","31,8800","EUR","15,5003M","EUR"
"15 sept. 2004","31,7100","EUR","15,4153M","EUR"
"14 sept. 2004","31,7400","EUR","15,4566M","EUR"
"13 sept. 2004","31,7400","EUR","15,4510M","EUR"
"10 sept. 2004","31,3100","EUR","15,2363M","EUR"
"09 sept. 2004","31,1300","EUR","15,1124M","EUR"
"08 sept. 2004","31,5200","EUR","15,2888M","EUR"
"07 sept. 2004","31,5400","EUR","15,2958M","EUR"
"06 sept. 2004","31,5300","EUR","15,2874M","EUR"
"03 sept. 2004","31,3400","EUR","15,1945M","EUR"
"02 sept. 2004","31,1900","EUR","15,1181M","EUR"
"01 sept. 2004","31,0800","EUR","15,0910M","EUR"
"31 août 2004","30,8400","EUR","14,9936M","EUR"
"30 août 2004","31,1600","EUR","15,1487M","EUR"
"27 août 2004","31,2300","EUR","15,1751M","EUR"
"26 août 2004","31,0300","EUR","15,0731M","EUR"
"25 août 2004","30,7500","EUR","14,9184M","EUR"
"24 août 2004","30,8900","EUR","15,9190M","EUR"
"23 août 2004","30,8400","EUR","15,8968M","EUR"
"20 août 2004","30,5300","EUR","15,7351M","EUR"
"19 août 2004","30,8200","EUR","15,8845M","EUR"
"18 août 2004","30,8100","EUR","15,8770M","EUR"
"17 août 2004","30,8500","EUR","15,8972M","EUR"
"16 août 2004","30,7400","EUR","15,8413M","EUR"
"13 août 2004","30,5200","EUR","15,7243M","EUR"
"12 août 2004","30,6000","EUR","15,7679M","EUR"
"11 août 2004","30,7100","EUR","15,8225M","EUR"
"10 août 2004","30,9200","EUR","15,9126M","EUR"
"09 août 2004","30,9400","EUR","15,9208M","EUR"
"06 août 2004","31,1700","EUR","16,0567M","EUR"
"05 août 2004","31,9600","EUR","16,4643M","EUR"
"04 août 2004","31,8800","EUR","16,4215M","EUR"
"03 août 2004","32,4800","EUR","16,7302M","EUR"
"02 août 2004","32,4100","EUR","16,6514M","EUR"
"30 juil. 2004","32,5300","EUR","16,1590M","EUR"
"29 juil. 2004","32,4800","EUR","16,1654M","EUR"
"28 juil. 2004","32,2000","EUR","16,0290M","EUR"
"27 juil. 2004","32,1300","EUR","15,9916M","EUR"
"26 juil. 2004","31,8500","EUR","15,8506M","EUR"
"23 juil. 2004","32,2400","EUR","16,0214M","EUR"
"22 juil. 2004","32,0600","EUR","15,9321M","EUR"
"21 juil. 2004","32,3800","EUR","16,0908M","EUR"
"20 juil. 2004","31,9200","EUR","15,8859M","EUR"
"19 juil. 2004","31,8100","EUR","15,8367M","EUR"
"16 juil. 2004","32,0000","EUR","15,9262M","EUR"
"15 juil. 2004","31,9300","EUR","15,8921M","EUR"
"14 juil. 2004","32,3300","EUR","16,0903M","EUR"
"13 juil. 2004","32,4500","EUR","16,1535M","EUR"
